제품명,가격,제조사,주요 성분,효능 및 기능,복용 방법,주의사항 및 부작용,이미지URL,카테고리/태그
,0원,라이펫ㅣ닥터맘마,,"음수량이 부족할 때 수분이 가득한 사료 기호성이 좋은 휴먼그레이드 사료 보존제를 일체 넣지 않은 무첨가 원칙 닭, 오리, 연어, 소 4가지의 맛을 한 번에 2 급여 방법 처방사료 닥터맘마 촉촉사료 버라이어티팩 제형 습식사료/오일 급여 방법 바로 급여하거나 전자레인지에 10초 정도 가열 후 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기 상품 정보 품명 및 모델명 촉촉사료 버라이어티팩 700g 법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항 상품 상세 참조 제조국 또는 원산지 대한민국 제조자/수입자 닥터맘마 소비자 상담관련 전화번호 070-4519-6445 유통기한 또는 소비기한 2026. 07. 21 이거나 그 이후인 상품 만족도 높은 상품을 찾으시나요? Previous 찜하기 종합관리 추천 시그니처바이 [묶음 할인]시그니처바이 강아지 타히보 캔 닭고기&감자(8EA) 12,000원 4.8리뷰 8 오늘출발 찜하기 종합관리 추천 스페시픽 스페시픽 CRD-2 체중유지 / 당뇨 처방사료 1.6kg 0% 28,000원 28,000원 5.0리뷰 6 오늘출발 찜하기 종합관리 추천 아더마스 아더마스 플래닛 치킨 (360g) 28,000원 5.0리뷰 2 찜하기 종합관리 추천 포포네 포포네 주식 포포밀 생선 (120g*3P SET, 360g) 27,000원 0.0리뷰 0 Next 리뷰 상품을 구매하신 분들이 작성한 리뷰입니다. 총점 평균 4.7 별점 4.7점 5점 13명 4점 1명 3점 2명 2점 0명 1점 0명 베스트 리뷰 10,000원 쿠폰 증정! 매주 월요일 12시 당첨자 3명 발표 사진 리뷰 13 전체 리뷰 16 별점순 최신순 모모 믹스 11살 6.8kg 별점 5점 3번째 구매 2025.09.25 [촉촉사료 버라이어티팩 700g (오일2ml x 14개)] 기호성이 아주 좋아요, 급여하기 아주 편해요, 성분이 아주 좋아요. 닥터맘마 촉촉사료는 수의사가 만든 처방 습식 사료라 성분도 믿을 수 있고, 무엇보다 상온 보관이 가능한 화식이라는 점이 가장 큰 장점이에요! 이번 가을 여행을 앞두고 미리 구매했답니다🥰 가방에 이것저것 챙길 필요 없이 촉촉사료만 들고 가면 되니까 정말 간편하고, 기호성이 좋아서 밖에서 먹여야 할 때도 끼니 걱정이 없어요👍🏻 특히 저희 집 막내 우니는 아직 외부 환경이 낯설어 적응 중인데, 닥터맘마 촉촉사료는 기호성이 워낙 좋아 집에서 먹을 때처럼 잘 먹어주니 마음이 놓이더라고요🥹 데우지 않고 그대로 급여해도 촉촉하고 부드러워 잘 먹지만, 먹기 직전에 스푼으로 꾹꾹 눌러 으깨주면 아이들이 더 편하게 먹을 수 있어요! 개봉 전에 봉투째로 한 번 눌러줘도 좋구요ㅎㅎ 향이 약간 파프리카 향 같기도 한데 고기 러버 우니도 너무 좋아하고, 아무거나 잘 먹는 첫째 모모에게는 최애 중 최애 사료입니다🫶🏻 닥터맘마 촉촉사료로 건강한 한 끼를 언제 어디서든 편하게 챙길 수 있어 저희 집엔 늘 구비해두는 필수템이 됐어요❤️ 순이 진돗개 3살 12kg 별점 5점 2번째 구매 2025.08.02 [촉촉사료 버라이어티팩 700g (오일제외)] 기호성이 아주 좋아요, 급여하기 아주 편해요, 성분이 아주 좋아요. 묶멍이 주려고 구매했어요~ 닥터맘마는 지난번 펫페어 가서 저희 순이에게 급여해 봤기에 기호성은 말모ㅎㅎ 요즘 너무 더운데 공장 묶멍이도 잘 먹어 줬으면 좋겠네요 빠른 배송 감사합니다 모모 믹스 11살 6.8kg 별점 5점 2024.05.06 [촉촉사료 버라이어티팩 700g (오일제외)] 촉촉사료 시니어만 먹여봤었는데 확실히 질감이 좀 다르네요 조지방이 조금 더 있어선지 덜 뻑뻑하고 강아지도 촉촉사료 시니어보다 훨씬 잘 먹어요! 앞으로 이것만 구매할것같아요ㅎㅎ 임자 믹스 4살 12kg 별점 5점 2023.08.09 실온보관이고 기호성 좋아서 너무 만족해요! 원래 냉동보관 화식 먹이다가 녹이는 것도 귀찮고, 일정하게 안녹아서 바꿔봤는데 성공적입니다 ㅎㅎㅎㅎ 초코 요크셔테리어 16살 6.9kg 별점 5점 2024.12.17 [촉촉사료 버라이어티팩 700g (오일2ml x 14개)] 아무리 맛있는것도 한가지만 계속 주면 질려하는 여러가지 맛을 돌려먹을 수 있는 점이 젤 좋은거 같아요 앞으로 버라이어티팩만 사먹여야겠어요 이전 1 2 3 4 다음 상품 문의 0 상품에 관한 문의가 아닌 배송, 결제, 교환/반품에 대한 문의는 1:1 문의에 남겨주세요. 문의하기 제목 작성자 날짜 답변 상태 배송정보 페이지 상단에 안내된 배송 기준을 확인해주세요. 브랜드 배송의 경우 브랜드별로 배송비와 무료배송 조건이 다르게 적용돼요. 라이펫 배송의 경우 30,000원 이상 구매 시 무료배송이 적용돼요. (30,000원 미만 구매 시 배송비 3,000원 추가) 부피가 큰 용품 및 일부 상품은 추가 배송비가 요청될 수 있어요. 취소/교환/반품 안내 주문 취소는 ‘결제 완료’ 상태에서만 가능해요. '상품준비중'일 경우는 1:1 문의를 통해서 주문을 취소할 수 있어요. 교환/반품은 상품 수령일로부터 7일 이내에 접수할 수 있어요. 리뷰를 작성한 경우 교환/반품이 불가능해요. 단순 변심 등의 구매자 사유의 교환/반품은 반품 배송비가 부과되며, 반품 배송비는 교환/반품 페이지에서 확인할 수 있어요. 판매자의 책임이 있는 상품 및 배송 문제는 교환/반품 택배비가 부과되지 않아요. 상품 및 배송에 문제가 있는 경우에 동일 상품으로만 교환할 수 있어요. 반품 신청한 상품의 회수 및 검수가 완료된 후 이상이 없을 경우 환불이 진행돼요. 교환/반품은 상품 회수 및 상태 확인 후 거절될 수 있어요. 상품 상세 설명에 교환/환불 정책이 별도로 기재된 경우 해당 내용이 우선돼요. 쿠폰 및 적립금 사용 여부에 따라 환불되는 금액에 차이가 있을 수 있어요. 일부 상품의 반품으로 주문 건의 쿠폰 사용 조건이 충족되지 않는 경우 쿠폰 적용이 취소될 수 있어요. 상품 색상과 이미지는 기기의 해상도에 따라 다르게 보일 수 있으며, 무료 교환/환불의 사유가 되지 않아요.",처방사료 닥터맘마 촉촉사료 버라이어티팩 제형 습식사료/오일 급여 방법 바로 급여하거나 전자레인지에 10초 정도 가열 후 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"11,900원",라이펫ㅣ닥터맘마,"참치 , 연어 , 병아리콩분말 , 조개분말 , 비트분말 , 황산알루미늄 , 버섯분말 , 우엉분말 , 비타민합제(비타민 D, 비타민 C 외) , 미네랄합제(철, 구리 외) , 타우린 , 한천 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",당뇨에 최적화 시킨 저탄수화물 간식 건강한 원료 사용으로 지속적인 당뇨 관리 환견에게 중요한 수분공급 수분 가득 습식 간식 HACCP의 인증 받은 안심되는 제조시설 2,당뇨 처방간식 닥터맘마 미니파이케어 클램 제형 무스 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"13,000원",라이펫ㅣ스텔라앤츄이스,,,일반 사료 꼬마 치킨 밀믹서 50g 제형 밀믹서 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"11,000원",라이펫ㅣ아더마스,,,간식 올데이 치킨 패티 (100g) 제형 패티 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"15,900원",라이펫ㅣ페노비스,"정제수 , 글리세린 , 솔비톨 , 실리카 , 1,2-헥산다이올 , 셀룰로오스검 , 꿀추출물 , 프로폴리스추출물 , 바실러스발효물 , 부틸렌글라이콜 , 스테비오사이드 , 알란토인 , 하이드록시프로필사이클로덱스트린 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","구강 항산화 작용으로 활성산소 제거에 도움 치아 결석, 플라그를 예방 Weissella Cibaria 사용 발라만 줘도 끝! 쫀득하고 부드러운 제형 구강 점막 재생을 촉진 상처 치유에 도움 2",,,https://img.lifet.co.kr/logo/app_logo.png,
,"26,000원",라이펫ㅣ리브펫,"난소화성 말토덱스트린 , 치커리뿌리추출물 , 발리오에일라에스엠피(밀크프로테인) , 미강분말 , 프락토올리고당분말 , 참치분말 , 치즈분말(락토산크림치즈분말) , 바실러스 코아글란스(Bacillus coagulans BC4) , 5종 혼합유산균-2000(Lactobacillus casei / plantarum / acidophilus, Bifidobacterium longum, Streptococcus thermophilus) , 비피더스혼합분말 , 유산균 D2 CSL(Lactobacillus acidophilus) , 비피도박테리움 애니멀리스 서브스페시스 락티스 HY8002 유산균 분말(Bifidobacterium animalis subsp. lactis) , 한국야쿠르트 혼합 프로바이오틱스(Bifidobacterium longum HY8004, Lactobacillus plantarum HY7715 / helveticus HY7801 / casei HY2782) 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",한국 야구르트 프로바이오틱스 5종 함유 화학첨가물 NO 안전한 순수 원료 사용 참치와 치즈 원물을 넣어 뛰어난 기호성 HACCP 인증 받은 안심 제조시설 2,유산균 리브펫 유산균(통) 제형 파우더 급여 방법 권장량에 맞춰 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"11,000원",라이펫ㅣ아더마스,,,간식 베지팩 시금치 (120g) 제형 쿠키 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"17,000원",라이펫ㅣ제리스타일스,"가수분해효소단백질 , 햄프씨드 , 퀘르세틴 , 감초 , 아연 , 타피오카 , 연어오일(DHA, EPA) , 락토바실러스플란타럼 , 글리세린 인공 첨가물, 알러젠 관련",사람이 섭취 가능한 휴먼그레이드 등급 원재료 피부 건강을 위한 햄프씨드와 퀘르세틴 함유 영양소 파괴 최소화를 위해 저온공법으로 제조 고함량 소고기 베이스의 기호성 높은 간식형 영양제 2,간식형 영양제 제리스타일스 알러스킨 파우치 제형 트릿 급여 방법 권장 급여량 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"15,000원",라이펫ㅣ자만츄,"쌀가루 , 셀룰로오스 , 글리세린 , 프로필렌글리콜 , 가수분해새우 , 감자전분 , 고구마전분 , 헥사메타인산염(SHMP) , 복합소화효소(아밀레이스, 프로테이스, 리페이스) , 프로바이오틱스(Bacilus coagulas) , 프리바이오틱스(Fructooligasaccharides) , 소르빈산칼륨 인공 첨가물, 알러젠 관련",가수분해 새우를 사용해 알러지 부담 완화 확실한 치석제거를 위한 오돌도돌한 구조 헥사메타인산염 함유로 구강내 세균 감소 소화에 도움을 주는 프로·프리바이오틱스 함유 2,간식 자만츄 하이포 S 140g 제형 덴탈껌 급여 방법 권장량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"22,800원",라이펫ㅣ펫생각,"가수분해닭고기 , 글루코사민 , 크랜베리 , 밀크씨슬 , 곡류(귀리) , 강황 , 블루베리 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",고함량 기능성 원료를 온전히 담은 진짜 영양제 좋은 성분만 담아 유해물질 ZERO 영양소 파괴 최소화 효과적인 분말 제형 기호성이 뛰어난 가수분해 닭고기 함유 2,신장 영양제 유리나 컨트롤 신장 영양제 30p 제형 분말 급여 방법 사료 또는 간식에 뿌려 급여 해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ이노벳,"루테인·지아잔틴 , 베타글루칸 , 글루콘산아연 , 하이프로멜로스 , 만난올리고당 , 나이아신 , 산화마그네슘 , 비타민 B6 , 비타민 E , 비타민 C , 귀리겨 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",부형제가 들어가지 않은 100% 휴먼 그레이드 루테인을 통한 홍채 반응 개선 지아잔틴을 통한 굴절 오류 개선 알러지를 유발하지 않는 식물성 HPMC 캡슐 2,이노캡스 LZ-13 눈 영양제 제형 캡슐 급여 방법 직접 급여하거나 캡슐 개봉 후 주식/간식에 혼합해 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
